timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:00:00,100.4288646799625,100.55238054581555,100.27985302021523,100.49671415301123,4.416175042439686,2785.090656063451
2024-01-01 00:01:00,100.32789990553468,101.34421745766487,99.43283526783021,100.35844985184005,1.625948539470542,8931.369254605925
2024-01-01 00:02:00,100.94640028383623,101.80615687138916,100.49130860838272,101.00613838994074,6.109377864296083,9780.07588716314
2024-01-01 00:03:00,102.54021005104337,103.3979773179802,102.04806836514082,102.52916824634876,7.856048763590366,6791.199224946348
2024-01-01 00:04:00,102.41473272477161,102.98930914976837,101.29891078303189,102.29501487162543,6.667065649274063,9702.99696052245
2024-01-01 00:05:00,101.98377369896214,102.24692794748495,101.67694792628778,102.06087791467625,3.180600704858855,2878.5046849926975
2024-01-01 00:06:00,103.74017277996049,103.67111917260168,102.7859654152914,103.64009073018364,1.3973270283238381,8151.703531855431
2024-01-01 00:07:00,104.32935825210187,105.27218206707256,103.5451813990197,104.40752545933655,7.942681460504622,6784.446398447578
2024-01-01 00:08:00,103.8532883521519,104.33438172713772,103.7053808630438,103.9380510734016,3.2391685849269214,2631.9183066403707
2024-01-01 00:09:00,104.56247057882189,104.74447599302748,104.3857714246374,104.48061111698756,0.2213983174442613,3184.0728024466734
2024-01-01 00:10:00,104.10938706197587,104.57886638301405,103.04157330845923,104.0171934241751,5.7142121434925075,4886.256665033851
2024-01-01 00:11:00,103.63660466428111,103.97236219308057,103.12556680646928,103.55146367060485,2.4667731023337836,7916.43336534515
2024-01-01 00:12:00,103.66184620134905,104.44509193785842,103.79120562016068,103.79342594217087,8.412059983581768,8722.22269205298
2024-01-01 00:13:00,101.83355059970587,102.36393893056758,101.38112786368411,101.88014569751307,1.4325520439077855,6339.470437515061
2024-01-01 00:14:00,100.23752672420038,100.85246100544032,99.53592750125259,100.15522786500004,4.348008490592504,7215.763722243298
2024-01-01 00:15:00,99.59709451981546,100.4463636052682,98.81685208831104,99.59294033575907,2.5313020361101177,2638.495376149723
2024-01-01 00:16:00,98.4727399308049,98.77566622638045,97.63716709720102,98.58010921542466,6.896016192210813,7410.715497781724
2024-01-01 00:17:00,98.94018834193247,99.22378942858542,97.97918591907447,98.89435654801993,5.485309093574216,6049.7981299160965
2024-01-01 00:18:00,97.91485174659957,98.42314805906936,97.04619665244385,97.98633247249872,7.90987719248596,2229.2090524629025
2024-01-01 00:19:00,96.75348125600264,97.53608721919106,96.54190362290396,96.57402877116343,4.586125752236522,9501.869716023997
2024-01-01 00:20:00,98.19416168632681,98.40501115363247,97.3279034062545,98.03967754008498,0.04808431544395586,5128.596094148573
2024-01-01 00:21:00,97.874310982234,98.19500108919107,97.58804327679275,97.81390123959844,2.151964805394957,7944.620194596453
2024-01-01 00:22:00,98.01753011476335,98.53490196724593,97.69387675708072,97.88142944428637,9.991571081942736,5256.12766807365
2024-01-01 00:23:00,96.46316039308525,96.87588096796286,95.65636268947365,96.4566812580729,4.053449893095102,9329.367163365057
2024-01-01 00:24:00,95.98884228298523,96.86352227918734,95.49516884437485,95.91229853354773,6.202351078862255,1412.7938463779833
2024-01-01 00:25:00,96.17099315278779,96.91768988373303,95.10662104747524,96.02322112325758,9.049316080587571,5461.546257705578
2024-01-01 00:26:00,94.89677741401472,95.38563632361095,94.82979245503958,94.87222754583529,0.20524182145088443,251.55002059851773
2024-01-01 00:27:00,95.22240684702953,95.89270079812881,94.4457447346938,95.24792556418096,6.596073963973953,1973.9359253811406
2024-01-01 00:28:00,94.47682467844444,94.70531743614578,94.51045246297956,94.64728687426215,2.8837697397843676,2810.265046037107
2024-01-01 00:29:00,94.34727977189674,95.05132365250128,94.1790159229039,94.35559312446888,2.792482553524315,4726.10071097347
2024-01-01 00:30:00,93.8362288306957,94.4610873851885,93.27653479671497,93.75388651223948,2.248514032483069,8201.726574240964
